End Time,PlayerVoiceTime,PlayerFacegen,Post-Chat Time,unaccounted,Elapsed Time
1703448817.883538,4.164716482162476,34.38425135612488,106.51594066619873,28.825339794158936,173.89024829864502
1703449408.8989887,54.831011056900024,173.44188332557678,322.5234217643738,-78.53339672088623,472.26291942596436
1703450221.8602955,76.90809059143066,234.51687383651733,396.1702256202698,-124.21609997749329,583.3790900707245
1703451173.5647142,72.39732193946838,225.72577500343323,453.33309412002563,-32.12750482559204,719.3286862373352
1703451763.3130276,75.00328302383423,233.08493757247925,291.81326389312744,-212.05673933029175,387.84474515914917
1703452597.626387,88.51975703239441,268.0092189311981,424.1115052700043,-145.17617416381836,635.4643070697784
1703563976.1328404,3.291360855102539,35.66079497337341,51.23243045806885,92.90741038322449,140.8484799861908
1703564228.9625778,8.033626079559326,45.09369683265686,73.0047447681427,182.5187327861786,247.48985147476196
1703564464.0822053,54.45114850997925,161.74557256698608,171.61221146583557,97.96426653862,215.12532949447632
1703564609.22084,22.308788776397705,82.4402391910553,96.50799465179443,67.20903205871582,141.40823793411255
1703564814.2772725,7.768316268920898,46.628984212875366,68.80230140686035,138.8324475288391,199.86643266677856
1703564954.3444598,2.837134838104248,31.535633325576782,49.3553900718689,89.3206295967102,135.83888483047485
1703565086.723252,19.04797649383545,71.0848958492279,85.70166254043579,57.37309288978577,124.02677893638611
1703565243.7229128,4.752032518386841,36.295400619506836,55.56490468978882,102.26289916038513,153.0757713317871
1703565436.8141832,28.88358187675476,97.67899870872498,112.45562815666199,99.06189489364624,182.63394117355347
1703606315.8734436,2.405991554260254,29.87963843345642,60.301169872283936,593.6537744998932,651.5489528179169
1703606342.3332305,1.920926570892334,32.19992446899414,71.85316920280457,158.23022198677063,228.16246461868286
1703606857.6561744,74.4987576007843,225.95857000350952,272.21711826324463,283.5017566680908,481.22011733055115
1703607328.5625925,49.32941007614136,157.57114458084106,204.17639350891113,279.04477548599243,433.8917589187622
1703607605.6831982,7.091294527053833,43.915682315826416,85.12305307388306,188.92637038230896,266.9581289291382
